Name,Code,Altitude,Easting,Northing,Subregion,Region,Description,Longitude,Latitude
Agulla de la Pastereta,s/n,810.0,401773.0,4604185.0,Sant Pere,Magdalenes,"Des de la roca de la Miranda de Sant Pere baixa una aresta llarga i molt suau que es despenja verticalment sobre el serrat de la Pastereta. Just en aquest indret es troba l’agulla que ens ocupa, unida per un collet a l’aresta esmentada i a la dreta del seu començament.",1.8216023882505985,41.58332110670611
Agulla de la Plantació,452,957.0,401804.0,4604919.0,La Plantació,Magdalenes,"És la cota més alta en la carena que puja des de l’Oblidada, El Porró i el Barretet. És una gran roca. Dóna al damunt del torrent de l’Artiga Alta.",1.8218540350945147,41.58993488844501
Agulla de la Princesa,153-154,1.036,399458.0,4606817.0,Frares,Frares Encantats,Roca situada a l'oest de l'agulla Gran de Pas de P´rrincep formant coll amb el Pepino.,1.793394527564361,41.60673509757889
Agulla de la Pulgui,474 A,870.0,402618.0,4603951.0,Sant Joan,Magdalenes,Roca situada en la part més inferior de la Serra de Sant Joan.,1.8317755311005879,41.581317273922465
Agulla de la Tempestat,257,990.0,399990.0,4605859.0,Faraó,,"Està situada a la dreta de la roca Verge de Lourdes unida a ella per una bretxa. Afronta per la cara nord amb el serrat del Faraó. Fou pujada per primer cop per Estorach, Xalmet i Esquerda el 19 de juiol de 1947.",1.7999375874879338,41.59817483338218
Agulla de la Verge de Lourdes,s/n,960.0,399972.0,4605816.0,Faraó,,"Es troba enganxada a la bretxa que forma l’agulla de la Tempesta per la seva part sud. Per la banda del migdia, resta molt propera a l’agulla del Mal Pas i a l’agulla de la Tempestat. Fou pujada per primer cop per J.Monterde i Josep barberà el 20 d’abril de 1970.",1.7997288190732965,41.59778535008195
Agulla de l’Albert Iglesias (possible),s/n,545.0,402640.0,4603131.0,Boirafua,,,1.8321724487258082,41.57393548010503
Agulla de l’Arbret,48,1.078,398690.0,4607163.0,Saques,Agulles,,1.784121232242016,41.60975381954974
Agulla de l’Avenc,320,855.0,400343.0,4605289.0,Palomera,Sant Jeroni,,1.8042672502544592,41.5930859229007
Agulla de l’Era dels Pallers,9,781.0,398513.0,4606150.0,Els Pallers,Agulles,,1.782168988464773,41.600609016944674
Agulla de l’Era dels Pallers,10,777.0,398490.0,4606184.0,Els Pallers,Agulles,,1.7818872927853668,41.60091227198148
Agulla de l’Era dels Pallers,11,782.0,398517.0,4606123.0,Els Pallers,Agulles,,1.78222154926289,41.600366383385854
Agulla de l’Esquelet,80,988.0,398683.0,4606987.0,Saques,Agulles,,1.7840670044429006,41.60816800699888
Agulla de l’Ocell Mort,322,831.0,400253.0,4605291.0,Palomera,Sant Jeroni,,1.803187280611551,41.59309269854388
Agulla de Sant Benet,516,1.009,402572.0,4605339.0,Monestir o sant Benet,,Aquesta roca es troba a la part nord de l’ermita de Sant Benet.,1.8309983267467604,41.593811214566294
Agulla de Sant Joan,490,859.0,402884.0,4605011.0,Les Gorres,Magdalenes,Agulla situada en la petita carena paral·lela a ponent del traçat del funicular de Sant Joan.,1.8347942775540502,41.59089542941724
Agulla de Santa Cecília,s/n,932.0,401164.0,4606947.0,Serrat del Moro,,"A la part baixa del serrat de Sant Jeroni i per sobre de la confluència d'unes canals i per sota de les altes parets del serrat, es destaca aquesta petita agulla al costat de la qual passa la ferrata Tresina.",1.813842546725608,41.608118834130174
Agulla del Arítjol,s/n,837.0,399543.0,4605733.0,Faraó,,Agulla situada en front de l’Agulla Final a l’altre cantó del torrent del Boixar. El camí del Cabrit passa per sota d’aquesta agulla.,1.794596100170975,41.596984057134506
Agulla del camí,515,987.0,402726.0,4605508.0,Monestir o sant Benet,,Aquesta agulla està propera al camí que va a l’ermita de la Santíssima Trinat des de Sant Benet. És una roca petita.,1.832818324487868,41.59535190434486
Agulla del Capdamunt,29,1.011,398506.0,4606977.0,Saques,Agulles,"Aquesta agulla es veïna a la Peluda i està situada en la part superior del conjunt d’agulles d’aquesta zona i és la que té més alçada, 1011 metres.",1.7819449345489784,41.60805546968849
Agulla del Capdemunt,s/n,960.0,401807.0,4604850.0,La Plantació,Magdalenes,No està referenciada per Josep Barberà. És una agulla situada al damunt i a l’est de la Roca del Divendres Sant. També es coneix com l’agulla de Sobre el Divendres Sant.,1.8219013199073506,41.58931388427392
Agulla del Capdevall,463,912.0,401735.0,4604863.0,La Plantació,Magdalenes,Petita agulla situada a l'oest de la roca del Divendres Sant,1.8210355248632109,41.58942210041956
Agulla del Castell,s/n,600.0,399027.0,4605516.0,Roca Roja,Ecos,"Més que agulla és una llastra adossada al cingle. Porta aquest nom perquè és molt a prop de la casa de pagès del Castell. Queda més amunt, seguint el torrent del Clot del Tambor, de l'agulla del Dissabte. És molt propera al cingle i queda ben destacada. Si no hi prestem atenció pot ser que no es vegi. Fou escalada per primer cop l’any 1957 per J. Fornieles, Jaume Cerdà, Jaume Cerdà i M. Guasch.",1.7884423900088962,41.5949648328314
Agulla del coll del Serrat B,s/n,769.0,401342.0,4604605.0,Pollegons,Magdalenes,"Des de la cota 462 B, situada al Serrat dels Pollegons A, en el lloc a on s'esmentat que havia un pedró que indicava que es feu servir com a índex geodèsic durant la confecció del plànol d'en Semir. Aquesta agulla linda amb la roca de la Palleta que culmi",1.8163637959675165,41.58705026680064
Agulla del Consol,550,1.065,402157.0,4605787.0,Cavall Bernat,Sant Salvador,"Segons referencias aquesta roca es deia dels Furons, queda integrada en el grup de les roques dels Falcons",1.825946782992114,41.59779490411849
Agulla del Gat,525-526,1.042,402519.0,4605340.0,Monestir o sant Benet,,"Roca veïna del contrafort de la Prenyada situada entre aquesta i l’agulla del Guarda, al costat de l’ermita de Sant Benet.",1.8303623646438705,41.59381375276097
Agulla del Germà Paulí,497,620.0,403597.0,4604774.0,Santa Cova,Magdalenes,"Està situada en el camí de la Santa Cova, passada a l’agulla de la Creu. Havia estat anomenada també agulla dels Badocs i algun butlletí dels anys quaranta del segle passat li donava el nom d’agulla de la Cova. Aquest darrer nom, però, correspon, segons el plànol de Semir, a la cota 496, que es troba dalt de la carena de la Santa Cova.",1.8433853280220458,41.58884750566603
Agulla del Giravolt,8,783.0,398520.0,4606102.0,Els Pallers,Agulles,"Les tres agulles de l’Era dels Pallers acaben amb una agulla una mica més alta. Aquesta, la més propera a les roques del Pallers, es coneix també amb el nom d’agulla del Giravolt. Aquest nom prové, segons explica Josep Barberà, perquè té una sèrie de repl",1.7822610965761474,41.60017765424721
Agulla del Guarda,s/n,1.005,402563.0,4605325.0,Monestir o sant Benet,,Roca situada al damunt de la capella de Sant Joan. Probablement es tracta de cota 514 del plànol de Ramon de Semir,1.8308926360386903,41.59368404061417
Agulla del Jardí,321,850.0,400318.0,4605265.0,Palomera,Sant Jeroni,Agulla propera al coll del Bassal dels Gats. Està situada al sud oest de la veïna agulla de l’Avenc.,1.8039713411967004,41.59286667487622
Agulla del Jardí,321,850.0,400318.0,4605265.0,Palomera,Sant Jeroni,Agulla propera al coll del Bassal dels Gats. Està situada al sud oest de la veïna agulla de l’Avenc.,1.8039713411967004,41.59286667487622
Agulla del Llapis i  turó,562-563,1.092,402387.0,4605530.0,Monestir o sant Benet,,És una agulla prima i esvelta (562) situada al costat d’un turó (563) que es trobapeu de la roca de Sant Salvador.,1.8287479289324164,41.59550866014146
Agulla del Meguí,448,985.0,401896.0,4604933.0,La Plantació,Magdalenes,Es una roca situada sota la cota 447 per la seva cara nord. Està molt definida perquè està separada de la resta d’agulles d’aquest indret. Està abocada al torrent de l’Artiga Alta. Forma part d’una petita carena que limita el nord de la Plantació.,1.8229553275303343,41.59007226887505
Agulla del Miracle,234,1.015,399851.0,4607084.0,Comes,Ecos,"Roca situada tocant al coll del Miracle. Vista des de l'est sembla un gran bloc col·locat damunt d'un pedestal. La via normal, igual que la veïna Roca dels Aurons, transcorre per l'aresta nord. La primera ascensió fou feta per Vicenç Barbé, Jaume Vendrell i Raimon Estrems el 1941.",1.7980652918358475,41.60918891214297
Agulla del Pas del Nap,285,873.0,399444.0,4606196.0,Naps,Ecos,Agulla  pràcticament enganxada a la vessant sud de l'agulla de la roca de la Vorera. La primera ascensió fou efectuada per Vicenç Soto i Josep Barberà el 5 d’abril de 1970.,1.793330757113642,41.60114104971882
Agulla del Pas dels Micos,287,1.1,400602.0,4606459.0,Ecos,Sant Jeroni,"Aquesta agulla està batejada amb el nom de la canal on es troba situada. Es precisament per damunt del Pas dels Micos on es mostra més esvelta, doncs s’alça uns 10 metres de cara extraplomada. En canvi, per la cara sud té més alçada entre la base i la part més alta.",1.8071801902262115,41.603654450702685
Agulla del Pilot,s/n,613.0,399387.0,4605123.0,Palomera,Sant Jeroni,Roca arrodonida situada a l'esquerra del senderó que puja pel torrent de la Coma d'en Pastor.,1.7928269936379722,41.59147118310441
Agulla del Pilot,s/n,613.0,399387.0,4605123.0,Palomera,Sant Jeroni,Roca arrodonida situada a l'esquerra del senderó que puja pel torrent de la Coma d'en Pastor.,1.7928269936379722,41.59147118310441
Agulla del Pla dels Ocells,522,986.0,402165.0,4605299.0,Monestir o sant Benet,,Queda situada sobre mateix del camí que puja del Monestir vers al Pla dels Ocells.,1.8261223989323974,41.59340124444896
Agulla del Rei,158,1.048,399493.0,4606846.0,Frares,Frares Encantats,Roca adossada a la cara nord de l'agulla Gran de Pas de Príncep.,1.7938096085945598,41.60700065819865
Agulla del riu,s/n,634.0,403599.0,4605269.0,Mullapans,Sant Salvador,"Aquesta agulla també se li dona el nom de Petit Gat. Aquesta roca queda a la banda de baix del coll de la roca dels Corbs, a on hi ha el Cavall Pinteta.",1.8433297379539695,41.59330545567727
Agulla del Saltet,323,837.0,400234.0,4605294.0,Palomera,Sant Jeroni,Gran roca situada al final d’una petita carena iniciada en el coll del Bassal dels Gats. És veïna de l'agulla de l’Ocell Mort. Com indica el seu nom és pot saltar d'una roca a l'altra.,1.802958858086742,41.593117341420204
Agulla del Saltet,323,837.0,400234.0,4605294.0,Palomera,Sant Jeroni,Gran roca situada al final d’una petita carena iniciada en el coll del Bassal dels Gats. És veïna de l'agulla de l’Ocell Mort. Com indica el seu nom és pot saltar d'una roca a l'altra.,1.802958858086742,41.593117341420204
Agulla del Senglar,s/n,801.0,399373.0,4605815.0,Roca Roja,Ecos,"Gran proa rocosa que fa de contrafort a la veïna roca Roja, agulla a la qual està quasi enganxada per  la cara meridional.  La primera ascensió integral la feren l’any 1982 Anna Massip i Santi Llop. David Hita comenta que prèviament, l’any 1978/1979 el SAME de Sants l’havien equipat amb claus, algun burí, espit i parabolt.",1.7925429058023465,41.59770108808224
Agulla del Sol Ponent,23,977.0,398460.0,4606939.0,Saques,Agulles,"El nom d’aquesta agulla prové pel fet de que les primeres persones que l’escalaren arribaren al cim quan es ponia el sol. Amb aquesta agulla i la propera, La Peluda, s’acaba la paret oest de la regió d’Agulles.",1.7813994373717048,41.60770742051863
Agulla dels Degotalls,543,800.0,402604.0,4606081.0,Flautats,Sant Salvador,Agulla a l'extrem nord d'una carena que baixa de l'extrem nord de la regió dels Flautats originant-se a partir de la Nansa i la Mitra. Es troba al damunt dels Degotalls i ben visible des del camí de l'Arrel.,1.8312616469226521,41.60049714217028
Agulla dels Espeleòlegs,39,1.039,398523.0,4607081.0,Saques,Agulles,L’agulla dels Espeleòlegs està disposada en paral·lel a l’agulla de la Bandereta i la Palangana.,1.7821312957149302,41.60899417639816
Agulla dels Flamencs,s/n,870.0,401104.0,4605177.0,Vinya Nova,Magdalenes,"A la part nord d’aquesta secció existeixen varis torrents que baixen entre els serrats dels Tudons i el de Sajolida i, principalment, entre aquest i el de les Paparres. A l’alçada de la confluència dels torrents dels Bugaders i el de Sajolida, entre els dos torrents, es troba una petita carena formades per unes poques roques. A l’altra banda del torrent de Sajolida, el seu marge esquerra, hi una altra petita carena que comença en el coll que en aquest indret fa el camí del Pont i la cruïlla del camí del Clot de Sajolida. L’agulla dels Flamencs està a continuació de les primeres elevacions de la carena, la Roca Mala.",1.8134146781815972,41.59217191440009
Agulla dels Naps de Dalt,271,897.0,399463.0,4606208.0,Naps,Ecos,"Es l’agulla més gran de la secció dels Naps. Es troba propera al torrent de la Coma Cirers per la vessant sud de la roca de la Vorera. La primera ascensió la feren J.M.Torras, J.Nubiola i J. Balcells el 3 d’octubre de 1954.",1.7935566949488155,41.60125150585116
Agulla dels Ossos,50,1.067,398712.0,4607166.0,Saques,Agulles,"A continuació de l’agulla de l’Arbret es troba l’agulla dels Ossos. Per la seva posició no dóna pròpiament a la paret nord de la regió d’Agulles. Al seu peu hi ha torrent que determina el límit d’aquesta secció. El nom d’agulla dels Ossos, tal com indica",1.7843847023097241,41.609783627250486
Agulla dels Pollegons,441,950.0,401620.0,4605071.0,Pollegons,Magdalenes,És una roca molt vistosa i aïlada que es troba en la part nord del serrat dels Pollegons. Per la seva vessant nord té el coll de Pollegons indret on es troben el camí de l'Artiga amb el que mena cap a la bauma de la Murdela. i A la part sud té una colossa,1.8196219334099766,41.59128106751255
Agulla dels Retornats,581,840.0,402681.0,4605158.0,Monestir o sant Benet,,"Seguint el camí de les escales dels Pobres i abans de passar el Pas dels Francesos, es troba a la part dreta aquesta agulla. Un corriol porta al seu peu.",1.832335294234953,41.5921945205574
Agulla dels Tres o CNT,s/n,886.0,398405.0,4606560.0,Els Pallers,Agulles,"Aquesta agulla es troba per sota i en continuació de la Miranda de la Portella. El nom d’aquesta agulla es deu a que fou escalada per primer cop l’any 1951 per Capeta, Nubiola i Torras. Inicialment, aquests escaladors li donaren el nom format per les inic",1.7808037781704216,41.60428743512882
Agulla d’en Markus Kamen,591,1.018,402410.0,4605357.0,Monestir o sant Benet,,Esta sota la roca d’en Barberà. És una agulla petita que sembla una aglà. Està dedicada a un muntanyenc mort a la muntanya.,1.829052010270426,41.59395353334621
Agulla d’en Passola,124,1.058,399097.0,4607233.0,Centenar,Frares Encantats,,1.7889930276605397,41.61043574108843
Agulla d’en Tagore,s/n,1.019,399243.0,4607014.0,Centenar,Frares Encantats,,1.7907817326848197,41.60848202958823
Agulla d’en Torres Homet,449,991.0,401855.0,4604877.0,La Plantació,Magdalenes,Aquesta agulla veïna de la Triple per la seva cara sud-oest. Està dedicada a un dels escaladors de referència de Montserrat.,1.8224726777489804,41.58956292940261
Agulla Despistada,569,911.0,402159.0,4606020.0,Cavall Bernat,Sant Salvador,Agulla veïna de la roca del Projectil per la seva vessant oest. És una altívola i estreta agulla.,1.8259327432392392,41.59989340829915
Agulla dl Pont Natural de Collbató,s/n,601.0,402566.0,4603349.0,Boirafua,,,1.831249606257194,41.57588965197699
Agulla Eliseu Climent,s/n,814.0,402249.0,4603846.0,Sant Pere,Magdalenes,Agulla al costa de l'agulla Joan Fuster. Manel Punsolà li dóna a aquesta agulla el número 978,1.827366891624023,41.580326644431835
Agulla Facil,s/n,1.066,399439.0,4607073.0,Frares,Frares Encantats,Aquesta roca està sobre el Ditet. El nom li ve de la seva fàcil escalada.,1.7931235878739409,41.60903805668784
Agulla Ferran Torrent,s/n,808.0,402261.0,4603810.0,Sant Pere,Magdalenes,Agulla de la part final del serrat del Penitent segons Manel Punsolà. Manel Punsolà li dóna a aquesta agulla el número 980,1.827516680898593,41.58000391660179
Agulla Gran de Pas de Príncep,159,1.053,399496.0,4606821.0,Frares,Frares Encantats,És la roca que presideix el pas esmentat per transcorre el camí que uneix el pas de la Portella amb el Montgròs.,1.7938497977141619,41.60677590374339
Agulla Ignasi Capeta,68,918.0,398957.0,4607353.0,Bola,,És una agulla més baixa que l’anterior i lleugerament més alta que la Foradada. El nom d’aquesta agulla evoca al muntanyenc Ignasi Capeta que morí en un accident d’escalada al Midi d’Ossau el 1956.,1.7872929107907538,41.611498661864424
Agulla Inclinada,343,1.033,401329.0,4605934.0,Albarda,Sant Jeroni,Està situada sota mateix del Puntal de l'Albarda en direcció sud oest.,1.815989147854467,41.5990168127801
Agulla Isabel Clara Simó,s/n,806.0,402260.0,4603827.0,Sant Pere,Magdalenes,A la part final del serrat del Petintent Manel Punsolà descriu aquesta agulleta veïna de l'agulla Ferran Torrent. Manel Punsolà li dóna a aquesta agulla el número 979,1.827501917755799,41.58015688673496
Agulla Janot Martorell,s/n,835.0,402233.0,4603908.0,Sant Pere,Magdalenes,Segons la descripció de Manel Punsolà agulla sota l'agulla de Ausies Marc. Manel Punsolà li dóna a aquesta agulla el número 976,1.8271648887448058,41.580883023950996
Agulla Jaume Mata,434,986.0,401895.0,4604766.0,La Plantació,Magdalenes,"Roca en forma de gepa situada al damunt del torrent dels Llorers per la seva vessant dreta. A la base d’aquesta roca hi ha una pla on consta la dedicació del nom d’aquesta roca a un jove muntanyenc sancugatenc que perdé la vida a la serra del Cadi, anant a auxiliar a uns escaladors. Està englobada a les roques de la Processó dels Monjos. Hi ha una placa recordatori en la base de la cara est.",1.8229706525804381,41.58856824270451
Agulla Joan Fuster,s/n,817.0,402243.0,4603855.0,Sant Pere,Magdalenes,En la part inferior del serrat del Petinent Manuel Punsolà identifica dues agulles properes una d'elles és aquesta i l'altra és l'Eliseu Climent. Manel Punsolà li dóna a aquesta agulla el número 977,1.8272934629000626,41.58040695932466
Agulla Jordi Solé Masip (roques finals del serrat dels Pollegons),s/n,756.0,401255.0,4604883.0,Pollegons,Magdalenes,"Al final del serrat de Pollegons hi ha dues elevacions, separades per un petit collet, abocades al camí del Pont i a la canal de Pollegons. La que ocupa una posició més al nord és l’agulla Jordi Solé Masip. En Josep Barberà anomena aquestes dues elevacion",1.8152744655881794,41.58954301481588
Agulla Lluis Estasen,207,1.209,400446.0,4606689.0,Ecos,Sant Jeroni,Agulla dedicada a un dels homes que més destacà en els inicis de l’escalada a Catalunya. La primera ascensió de l’aresta Bruc la feren Lluís Estasen i Jofre Vila l’any 1927.,1.805270300268932,41.60570623894603
Agulla Mare,32,955.0,398599.0,4606925.0,Saques,Agulles,"Aquest agulla, identificada amb el número 32 per Ramon de Semir, se la coneixia com una de les Momietes. És més alta que l’altra Momieta, l’Aglà. Està per sobre d'aquesta i al costat de la Miranda de les Boïgues",1.783069609663433,41.60759901567908
Agulla Migpartida,s/n,1.062,401736.0,4606068.0,Sant Antoni,Sant Jeroni,Es troba en el lloc de confluència de dos caminis: un que va cap al Cavall Bernat i l'altre al torrent de Santa Maria.,1.820850012362635,41.60027372331358
Agulla Ovidi Monllor,s/n,805.0,402260.0,4603793.0,Sant Pere,Magdalenes,Aquesta agulla es la darrera que es troba en el serrat del Penitent abans que aquest arribi al Turó del Penitent. Manel Punsolà li dóna a aquesta agulla el número 981,1.827507456722739,41.579850701822295
Agulla Pelada,19-20,949.0,398412.0,4606857.0,Saques,Agulles,"Aquesta agulla està a continuació de la Portella inferior en sentit ascendent. Amb la Pelada pròpiament comença una petita serralada anomenada per alguns, tal com indica Josep Barberà, serrat de Sol Ponent",1.7808374095230006,41.60696288363503
Agulla Peluda,28,972.0,398488.0,4606975.0,Saques,Agulles,"Aquesta agulla continua la vessant oest de la regió d’Agulles. Per la seva morfologia i proximitat a l’agulla del Capdamunt els mapes topogràfics no es representen aquesta agulla. A la paret externa d’aquesta agulla, la que dóna a la vessant oest d’aquest",1.7817292978613777,41.60803517041408
Agulla Perduda,s/n,906.0,402109.0,4605986.0,Cavall Bernat,Sant Salvador,,1.8253384302030675,41.59958109645735
Agulla Petita,s/n,931.0,398406.0,4606830.0,Saques,Agulles,Agulla situada entre l'agulla Pelada i la Portella Petita. Es tracta de l'agulla identificada per Semir amb el número 19,1.7807699971192668,41.60671897851932
Agulla Podrida,49,1.045,398667.0,4607161.0,Saques,Agulles,Seguint per la paret nord de la regió d’Agulles en direcció a l’est es troba l’agulla Podrida. Entre aquest agulla i el Ninet hi ha un ampli coll des d’on es dominen unes bones vistes d’aquesta zona.,1.7838455943179794,41.609732889548035
Agulla Sens Nom,120,1.06,399077.0,4607195.0,Centenar,Frares Encantats,Es troba en la intersecció del camí de la travessa dels Frares Encantats amb Sens Nom. Està separada de l’Ànec per una ampla canal en el part nord-oest.,1.7887594473297717,41.61009101252698
Agulla Vista,235,1.041,399741.0,4607076.0,Comes,Ecos,"Seguint pel camí de coll de Port vers el coll del Miracle, la primera roca que es troba és l’agulla Vista. És una roca de forma allargassada. David Hita senyala que en alguns mapes antics rebia el nom de Correcavalls, tot i que aquest nom també s’havia fet servir per denominar el que avui es coneix com l’Enclusa o El Bacallà. Tocant el camí i als peus de la roca hi ha unes balmes nomenades de coll de Port, que es feren servir moltes vegades anys enrere pels escaladors per dormir-hi. La balma més gran es coneix per balma d’en Suri. La primera ascenció la feren Esquerda i Alòs del GEDE el 16 d'abril de 1945.",1.7967467494467522,41.60910306120502
Agulla Xica de la Miranda (Petitona),73,1.084,398883.0,4607193.0,Bola,,Seguint vers el nord hi ha l’agulla Xica de la Miranda.,1.7864319705717309,41.610048449611575
Agulleta de l’Esglai,s/n,922.0,401756.0,4604838.0,La Plantació,Magdalenes,Queda al sud de la roca del Divendres Sant. Enllaça les roques de la carena del Barretet amb les del Porro i Col·leccionistes.,1.821291523211892,41.5891995484467
Agulleta del Serradet de Sant Jeroni,328-329,1.152,401177.0,4606581.0,Serrat del Moro,,"Baixant la canal de Sant Jeroni al seu començament, a l¡esquerra es troba aquest serradet. Forma diversos turonets fins arribar a l’últim, que és la roca 329 o agulleta del Serradet de Sant Jeroni. Josep Barberà suggereix que aquesta agulleta pot identifi",1.8140588976736511,41.604824484298796
Agulleta del Serrat del Faraó,290,985.0,400021.0,4605875.0,Faraó,,Punxegut monòlit que està a la part inferior del serrat del Faraó unit a la roca 256. La primera ascensió la feren Josep Maria Torras i Joan Nubiola el 5 d’agost de 1951.,1.8003068224557057,41.59832280040944
Agulleta dels dos Forats,s/n,880.0,402589.0,4604007.0,Sant Joan,Magdalenes,"Està situada en el coll on comença la part inferior de la serra de Sant Joan. Com el seu nom indica, aquesta roca es troba foradada en dos llocs",1.8314186147261668,41.58181804402773
Agulleta i Serrat d’en Pujadé,72,765.0,398817.0,4607827.0,Bola,,,1.7855329335616055,41.61574941409924
