Name,Code,Altitude,Easting,Northing,Description,Subregion,Region,SourceURL,Longitude,Latitude
Les Tres Maries - cota 1,,824,398500.0,4606200.0,"Conjunt de tres roques situades a sota del marge dret del camí que mena a la Portella, just abans de fer el tomb per encarar la canal.",Els Pallers,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-dels-pallers/,1.7820045562829114,41.601057627335265
Les Tres Maries - cota 2,,821,398286.0,4606770.0,"Conjunt de tres roques situades a sota del marge dret del camí que mena a la Portella, just abans de fer el tomb per encarar la canal.",Els Pallers,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-dels-pallers/,1.779340376463855,41.60616338364944
Les Tres Maries - cota 3,,823,398294.0,4606772.0,"Conjunt de tres roques situades a sota del marge dret del camí que mena a la Portella, just abans de fer el tomb per encarar la canal.",Els Pallers,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-dels-pallers/,1.7794360232237274,41.606182413373325
L'Hipopòtam,,783,398251.0,4606732.0,Roca situada a la part de llevant de la roca Majó.,Els Pallers,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-dels-pallers/,1.7789268896389467,41.605816724468646
Portella Petita,18,929,398395.0,4606785.0,"Queda a la part nord del Pas de la Portella. El nom de Portella Inferior li ve perquè és més petita que la Portella gran que es troba al seu costat. No obstant, com diu Josep Barberà, el nom d’inferior és erroni perquè, en relació a l’alçada, la Portella",Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7806456458806528,41.60631234262376
Les Savines - Savina s uperior,21,949,398433.0,4606900.0,Són dues agulles situades al damunt de l'agulla Pelada. Una més gran que l’altre. S’identifiquen per la seva posició: la inferior i la superior.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7810820872867599,41.60735278120682
Les Savines - Savina  Inferior,22,972,398433.0,4606888.0,Són dues agulles situades al damunt de l'agulla Pelada. Una més gran que l’altre. S’identifiquen per la seva posició: la inferior i la superior.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7810841215525148,41.60724471828955
Agulla del Sol Ponent,23,977,398460.0,4606939.0,"El nom d’aquesta agulla prové pel fet de que les primeres persones que l’escalaren arribaren al cim quan es ponia el sol. Amb aquesta agulla i la propera, La Peluda, s’acaba la paret oest de la regió d’Agulles.",Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7813994373717048,41.60770742051863
El Gep Llarg,26,978,398503.0,4606926.0,Situada al costat est dels Merlets amb la qual forma un petit collet.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7819175785222565,41.60759582075426
La Boteruda,27,983,398519.0,4606937.0,No confondre aquesta agulla amb una altra d’aquesta regió anomenada Boteruda del Gra. Aquest agulla està al costat est del Gep Llarg.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.78210769225741,41.60769691262378
Agulla Peluda,28,972,398488.0,4606975.0,"Aquesta agulla continua la vessant oest de la regió d’Agulles. Per la seva morfologia i proximitat a l’agulla del Capdamunt els mapes topogràfics no es representen aquesta agulla. A la paret externa d’aquesta agulla, la que dóna a la vessant oest d’aquest",Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7817292978613777,41.60803517041408
Agulla del Capdamunt,29,1.011,398506.0,4606977.0,"Aquesta agulla es veïna a la Peluda i està situada en la part superior del conjunt d’agulles d’aquesta zona i és la que té més alçada, 1011 metres.",Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7819449345489784,41.60805546968849
Miranda de les Boïgues,30,1.002,398561.0,4606943.0,Aquesta agulla és característica d’aquesta zona perquè la seva forma i tamany domina aquesta secció. Es molt visible des del refugi Vicenç Barbé.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7826106166973377,41.607756282282075
L'Aglà,31,939,398598.0,4606896.0,"Aquest agulla, identificada amb el número 31 per Ramon de Semir, se la coneixia com una de les Momietes. Es troba al costa sud de la Miranda de les Boïgues.",Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7830625192992036,41.60733773641912
Agulla Mare,32,955,398599.0,4606925.0,"Aquest agulla, identificada amb el número 32 per Ramon de Semir, se la coneixia com una de les Momietes. És més alta que l’altra Momieta, l’Aglà. Està per sobre d'aquesta i al costat de la Miranda de les Boïgues",Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.783069609663433,41.60759901567908
El Senatxo,33,1.008,398509.0,4607026.0,Amb aquesta agulla ja comença clarament la paret nord de la regió d’Agulles. La part nord d’aquesta agulla té una alçada considerable mentre que per la vessant est té molt poc alçada. La part superior d'aquest agulla és plana,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7819726296975114,41.608497108097026
La Figuereta,34,1.012,398509.0,4607042.0,"El nom d’aquesta agulla prové per una figuera que es troba al inici de la canal sota la gran llastra de la paret oest d’aquesta roca. La Figuereta és una agulla, alguns en diuen puro, que es troba en la part oest de la muralla nord-oest per sobre del Sena",Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7819699191984038,41.60864119200239
El Martell,35,1.018,398558.0,4607048.0,Aquesta agulla es troba sota de la Saca Gran,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7825568421681242,41.608701451950594
Pedestal del Martell,36,997,398579.0,4607043.0,Aquest agulla es troba al cantó est de l’agulla el Martell. Entre aquesta agulla i el Carbassó existeix una estreta canal.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7828096627101402,41.6086590941474
La Bandereta o Agulla Ven-Suri-Ven,37,1.032,398508.0,4607065.0,"Aquest agulla presenta una gran paret en la muralla nord-nord-est de la regió d’Agulles. Aquesta agulla té dos noms. L’agulla es deia, originalment, La Bandereta. Però la cordada Torras-Nubiola, al trobar escrit en el llibre de registre situat en el nom e",Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7819540240314231,41.608848185465824
La Palangana,38,1.035,398510.0,4607089.0,"Aquest agulla forma l’angle que marca el gir de la paret oest de la regió d’Agulles cap la seva part nord. La Palangana està separada de la Bandereta per un petit collet,",Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7819739558231737,41.6090645655962
Agulla dels Espeleòlegs,39,1.039,398523.0,4607081.0,L’agulla dels Espeleòlegs està disposada en paral·lel a l’agulla de la Bandereta i la Palangana.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7821312957149302,41.60899417639816
El Carbassó,42,1.032,398585.0,4607081.0,Es troba a l’Est de la Saca Gran i al damunt del Pedestal del Martell.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7828752225628657,41.609002055828455
El Dàtil,43,999,398614.0,4607064.0,Aquesta agulla es troba al damunt mateix de torrent de les Boïgues o canal dels Cirerers i sota el Martell. Cal advertir que en algunes cartografies s’ha invertit la localització d’aquesta agulla amb la Roca de les Heures.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7832260654269154,41.60885265050529
El Ninet,,1.025,398571.0,4607140.0,Aquest roca solitària es troba abocada a la alta paret Nord d’aquesta regió al capdamunt de la canal del Ninet de la Saca Gran.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7826972498427929,41.6095315865037
Roca de les Heures,44,1.011,398615.0,4607101.0,"Està al capdamunt del torrent de les Boïgues i al costat del coll de la canal del Ninet,",Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.783231802597102,41.6091859716779
La Filigrana,45,1.024,398654.0,4607083.0,Segons Josep Barberà per sota de l’agulla de l’Arbret i dels Ossos hi a un grup de roques situades al límit del canal del Cirerer (part alta del torrent de les Boïgues). La Filigrana és una agulla de proporcions petita. Tothom descriu aquesta agulla com l,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7837028031637583,41.609028829711825
La Bessona Superior,46,1.057,398685.0,4607084.0,"Aquest agulla limita, per la seva part oest, amb la Filigrana i per l’est per un petit collet que la separa de la Bessona inferior. Per la seva forma, les dues Bessones, aporten una imatge característica a la zona de les agulles.",Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.784074597850436,41.609041770197095
La Bessona Inferior,47,1.056,398708.0,4607092.0,Està situada a llevant de la Bessona Superior i separada per un petit collet.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.784349218453222,41.60911673112082
Agulla de l'Arbret,48,1.078,398690.0,4607163.0,"És l’agulla més alta d’aquesta zona, 1076 metres. Aquesta agulla està tocant a la Podrida. Segons consta en els dibuixos de Francesc Remart i Pere Pau Montany (1790) en aquella època el seu nom era la Mitra",Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.784121232242016,41.60975381954974
Agulla Podrida,49,1.045,398667.0,4607161.0,Seguint per la paret nord de la regió d’Agulles en direcció a l’est es troba l’agulla Podrida. Entre aquest agulla i el Ninet hi ha un ampli coll des d’on es dominen unes bones vistes d’aquesta zona.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7838455943179794,41.609732889548035
Agulla dels Ossos,50,1.067,398712.0,4607166.0,"A continuació de l’agulla de l’Arbret es troba l’agulla dels Ossos. Per la seva posició no dóna pròpiament a la paret nord de la regió d’Agulles. Al seu peu hi ha torrent que determina el límit d’aquesta secció. El nom d’agulla dels Ossos, tal com indica",Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7843847023097241,41.609783627250486
La Miranda dels Ossos,51,1.067,398713.0,4607202.0,Aquesta agulla es troba en la part nord de l’anterior i està integrada en la paret nord d’Agulles. Al seu peu neix el torrent que limita aquesta secció.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7843906144937334,41.610107943143944
La Vespa,78,1.008,398708.0,4607054.0,Aquest agulla es troba per sota la Bessona inferior de la qual està separada per un petit collet. Per l’Est limita amb la canal que baixa de la zona dels Ossos.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.784355643390657,41.608774531565366
El Pingüí,79,1.002,398685.0,4607038.0,Por sota de la Bessona superior i separada per un petit collet es troba el Pingüí.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7840823771283727,41.60862752866406
Agulla de l'Esquelet,80,988,398683.0,4606987.0,Aquesta agulla es troba per sota la Vespa i el Pingüí separades d’elles per un petit pla. Per la banda sud hi ha una llastra que es característica d’aquesta agulla i que la fa inconfundible. La posició central d’aquesta agulla li aporta el valor de ser un,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7840670044429006,41.60816800699888
Roca dels Puetons,81,948,398684.0,4606942.0,Es tracta d’una roca situada damunt de l’avenc dels Puetons. Limita al nord amb la Vespa,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7840866130202708,41.60776289757615
Roca dels Cinc Passos,82,936,398648.0,4607004.0,Està a l'est de la Roca del Cirerer,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7836441750110648,41.6083166532041
Roca del Cirerer,83,965,398647.0,4607035.0,Està separada de la Filigrana en la seva part nord per un petit coll. A la banda de ponent es troba el torrent dels Cireres i a la part est es troba el Pingüí.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.783626931889628,41.60859568898082
Agulla Pelada,19-20,949,398412.0,4606857.0,"Aquesta agulla està a continuació de la Portella inferior en sentit ascendent. Amb la Pelada pròpiament comença una petita serralada anomenada per alguns, tal com indica Josep Barberà, serrat de Sol Ponent",Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7808374095230006,41.60696288363503
Els Merlets,24-25,970,398484.0,4606930.0,"Abans de continuar amb la paret Nord de la regió d’Agulles a la dreta de l’agulla de Sol Ponent, en direcció a l’Est,s’estenen una sèrie d’agulles. La primera d’elles són els Marlets.",Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7816889281811905,41.60762942574733
La Saca Gran,40-41,1.057,398558.0,4607095.0,"És l’agulla més destacada d’aquesta secció. El nom de Saca Gran prové de fa temps. Durant un temps s’anomenà agulla d’en Dionís en record al muntanyenc Dionís Artemendi (Barberà, 1977:43). En els dibuixos de Francesc Remart i Pere Pau Montany (1790) a la",Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7825488837821368,41.60912469848869
Agulla Petita,s/n,931,398406.0,4606830.0,Agulla situada entre l'agulla Pelada i la Portella Petita. Es tracta de l'agulla identificada per Semir amb el número 19,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7807699971192668,41.60671897851932
Contrafort de la Bessona,s/n,1.001,398673.0,4607053.0,Roca situada com a contrafort de la Bessona superior,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7839358550285322,41.608761084268615
El Punyalet,s/n,970,398493.0,4606998.0,És una petita agulla situada al nord de l'agulla Peluda,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7817853941816282,41.60824292684362
El Sabre,s/n,972,398480.0,4606981.0,Aquesta agulla es troba en la muralla occidental de la paret d’Agulles contraposada a l’agulla la Peluda de la qual està separada per un fissura que va obrint-se de baix cap a dalt.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7816322920563659,41.60808818450869
Mirador de la Miranda de les Boïgues,s/n,998,398551.0,4606965.0,Aquest agulla és més aviat un turó que es troba entre la Boteruda i la Miranda de les Boïgues.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7824869055364776,41.60795312691912
Roca Dolça,s/n,965,398666.0,4606968.0,Agulla adohsada a l'agulla de l'Esquelet per la seva la vessant oest,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7838662406680987,41.60799474936582
L'Aspirina,s/n,903,398551.0,4606735.0,Roca final de la petita cinglera  allargada que s'exten des de la Miranda de les Boigues i que s'acaba al damunt del camí de la Portella a coll de Port. Les seves parets s'aboquen damunt de la vessant dreta del torrent de les Boïgues.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7825258495889644,41.60588191977055
Gep del Joe,s/n,,398664.0,4606970.0,Roca immediatament al sud de la roca Dolça i veïna a l'oest de l'Agulla de l'Esquelet,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.783841905102307,41.6080125059801
Bolo Joe,s/n,,398666.0,4606956.0,Roca immediantament al sud del Gep de Joe,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7838682703337707,41.60788668634881
Paret de la Biga,,818,398261.0,4607063.0,Cinglera allargasada en el cim de la qual sobresurt una viga de ferro col·locada als anys 60 del segle XX per Grup de Rescat de Muntanya per fer-hi pràctiques de rescat.,Saques,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iii-saques/,1.7789906649248541,41.60879873210679
